title,sentiment
The tragedy of air pollution -- and an urgent demand for clean air,Negative
Why I brought Pac-Man to MoMA,Positive
Sculptures that’d be at home in the deep sea,Positive
This tiny particle could roam your body to find tumors,Positive
The race to net-zero emissions by 2050 is on. Can we count you in?,Positive
 How to change your behavior for the better,Positive
My wish: Three actions for Africa,Positive
Retrofitting suburbia,Neutral
A modern argument for the rights of animals,Positive
The hidden history found in your teeth,Neutral
Can you solve the death race riddle?,Neutral
How painting can transform communities,Positive
"""Mother of Pearl,"" ""If I Had You""",Positive
"Design, explained.",Neutral
Why teens confess to crimes they didn't commit,Negative
What is the Heisenberg Uncertainty Principle?,Neutral
How I'm discovering the secrets of ancient texts,Positive
A new stock exchange focused on the long-term,Positive
My life as a work of art,Positive
3 ways to prepare society for the next pandemic,Positive
Why it's worth listening to people you disagree with,Positive
The single biggest health threat women face,Negative
7 common questions about workplace romance,Neutral
Playing with space and light,Positive
The creativity and community behind fanfiction,Positive
The hunt for a supermassive black hole,Neutral
Why you should know how much your coworkers get paid,Positive
"Parkinson's, depression and the switch that might turn them off",Positive
"""Follow the Sound""",Positive
Why plague doctors wore beaked masks,Neutral
7 beliefs that can silence women -- and how to unlearn them,Negative
The most important century in human history,Positive
Why US laws must expand beyond the nuclear family,Positive
Why you need help finding your dream job,Positive
How blockchain and AI can help us decipher medicine's big data,Positive
Why do whales sing?,Neutral
How to lead in the new era of employee activism,Positive
How do we learn to work with intelligent machines?,Neutral
Sculpting waves in wood and time,Positive
Can the economy grow forever?,Neutral
Selling condoms in the Congo,Neutral
Game theory challenge: Can you predict human behavior?,Neutral
5 keys to shifting to a well-being economy -- and the cost of inaction,Negative
Things I've learned in my life so far,Positive
External innovation basics from an R&D expert,Neutral
A celebration of natural hair,Positive
"3 ways to create a space that moves you, from a Broadway set designer",Positive
The history of a name,Neutral
Just how small is an atom?,Neutral
The science of preserving sight,Positive
How technology has changed what it's like to be deaf,Neutral
The tyranny of merit,Negative
"""Wait It Out""",Neutral
The fight for civil rights and freedom,Positive
How Arduino is open-sourcing imagination,Positive
Why some of us don't have one true calling,Neutral
Revelations from a lifetime of dance,Positive
A new way to help young people with their mental health,Positive
The Atlantic slave trade: What too few textbooks told you,Neutral
"Unseen footage, untamed nature",Neutral
Why is the US Constitution so hard to amend?,Neutral
An interactive map to track (and end) pollution in China,Positive
What was so special about Viking ships?,Neutral
How can we escape soaring energy bills? Stop using fossil fuels,Positive
Exposing the invisible,Neutral
The fairy tales of the fossil fuel industry — and a better climate story,Negative
What really happened during the Salem Witch Trials,Neutral
This tool will help improve your critical thinking,Positive
How to give teachers an income they deserve,Positive
"How I leapt from a responsible ""no"" to an impassioned ""yes""",Positive
How changing your story can change your life,Positive
What I learned investigating Nixon,Neutral
Can prejudice ever be a good thing?,Neutral
Is humanity smart enough to survive itself?,Negative
Why businesses need a dreamer's magic and a doer's realism,Positive
Are we born to run?,Neutral
Home is a song I've always remembered,Positive
Saving faces: A facial surgeon's craft,Positive
Why can parrots talk?,Neutral
4 larger-than-life lessons from soap operas,Positive
3 ways the brain creates meaning,Neutral
In the key of genius,Positive
"Be an artist, right now!",Positive
How do oysters make pearls?,Neutral
The empathic civilization,Positive
A tale of two political systems,Neutral
The pride and power of representation in film,Positive
"Please, please, people. Let's put the 'awe' back in 'awesome'",Positive
TED is 40 — here's how it all started,Positive
We need to green the economy while restarting it,Positive
What if cracks in concrete could fix themselves?,Positive
Lessons from death row inmates,Neutral
Why working from home is good for business,Positive
Simple hacks for life with Parkinson's,Positive
"""Atalanta""",Positive
Creative houses from reclaimed stuff,Positive
The disease-eradicating potential of gene editing,Positive
Why we need to clean up our space debris,Positive
The Nazis recruited to win the Cold War,Negative
How to succeed? Get more sleep,Positive
How I became part sea urchin,Positive
The genius behind some of the world's most famous buildings,Positive
Why is it so hard to cure the common cold?,Neutral
A teen scientist's invention to help wounds heal,Positive
Why the price of insulin is a danger to diabetics,Negative
"The radical, revolutionary resilience of Black joy",Positive
Why you should love gross science,Positive
How to save the world (or at least yourself) from bad meetings,Positive
How to participate in your own legal defense,Neutral
A history of Indigenous languages -- and how to revitalize them,Positive
"In the opioid crisis, here's what it takes to save a life",Positive
"Activism, changemakers and hope for the future",Positive
Can you solve the logician's rave riddle?,Neutral
"How we'll resurrect the gastric brooding frog, the Tasmanian tiger",Positive
Are you human?,Neutral
The dazzling diversity of African dance — in 14 moves,Positive
Finding music in mundanity,Positive
Is inequality inevitable?,Negative
How I built a windmill,Positive
The board game getting kids excited about school,Positive
How one scientist took on the chemical industry,Positive
You owe it to yourself to experience a total solar eclipse,Positive
A short history of trans people's long fight for equality,Positive
Color blind or color brave?,Positive
The state of the climate crisis in 2021,Negative
The dark history of werewolves,Neutral
How does the brain work in everyday situations?,Neutral
The Power of Spaces,Positive
"""All the World's a Stage""",Neutral
Lessons on leaving the world better than you found it,Positive
The currency of the new economy is trust,Positive
The story of Marvel's first queer Latina superhero,Positive
Why dieting doesn't usually work,Negative
Behind the Great Firewall of China,Negative
How will we survive when the population hits 10 billion?,Negative
Your elusive creative genius,Positive
A human-robot dance duet,Positive
"""This Town"" / ""Too Far Gone""",Negative
How open data is changing international aid,Positive
Art of substance and absence,Neutral
Turbulence: One of the great unsolved mysteries of physics,Neutral
The true story behind the legend of the 47 Rōnin,Neutral
